tileid,tilelat1,tilelon1,tilelat2,tilelon2,lat1,lon1,lat2,lon2,user,timestamp,uuid
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5546690323,-88.6989931762,16.5545507650,-88.6988657713,callaghan_rachel,2017-02-13 06:42:46.800073+00:00,2177beac-0576-4293-adfc-9f39ff2ee8e9
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5542255297,-88.6984969676,16.5541085476,-88.6983682215,callaghan_rachel,2017-02-13 06:42:47.210951+00:00,416b3d53-75d1-4e04-91ff-24dd0e1f4723
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5545983291,-88.6986203492,16.5545044865,-88.6985372007,callaghan_rachel,2017-02-13 06:42:47.390955+00:00,2b497270-5712-415e-be66-85a895645ed0
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5548117243,-88.6984218657,16.5547037412,-88.6983413994,callaghan_rachel,2017-02-13 06:42:47.590908+00:00,f8a8945e-eeaf-4203-b028-3bf78f5e1ef7
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5548862840,-88.6985801160,16.5547834430,-88.6984808743,callaghan_rachel,2017-02-13 06:42:47.805651+00:00,fa3c6223-fb01-4d04-bd1e-ad087a78ab13
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5544055019,-88.6986203492,16.5542988041,-88.6985130608,callaghan_rachel,2017-02-13 06:42:47.976933+00:00,93d54b9e-2fa3-4131-a59a-1d265a5b40d4
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5542949475,-88.6985693872,16.5542152455,-88.6984808743,callaghan_rachel,2017-02-13 06:42:46.809311+00:00,bdc95a26-0527-4276-8bc0-f961e16ce232
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5542795213,-88.6992694438,16.5541496842,-88.6991299689,callaghan_rachel,2017-02-13 06:42:48.325668+00:00,ea0ca385-dcd0-4d07-a1c9-54d81729b935
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5542730938,-88.6990374327,16.5541638249,-88.6988872290,callaghan_rachel,2017-02-13 06:42:48.520829+00:00,d241a149-f385-4488-a367-3678a3fdfef2
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5542576676,-88.6988671124,16.5541342580,-88.6987464130,callaghan_rachel,2017-02-13 06:42:48.702571+00:00,566a3d3f-de29-48e6-aa07-fada6f5c9e54
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5547757299,-88.6990119517,16.5546651758,-88.6988832057,callaghan_rachel,2017-02-13 06:42:48.866886+00:00,54bd9354-6656-479a-bdac-64f25a70a963
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5542101035,-88.6986458302,16.5540931214,-88.6985452473,callaghan_rachel,2017-02-13 06:42:46.802315+00:00,5d2ec79a-ec11-4ac7-a2b8-9674de9dadf5
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5547165963,-88.6991728842,16.5546381800,-88.6990816891,callaghan_rachel,2017-02-13 06:42:49.190743+00:00,326bce16-d4d8-45d2-910a-52834e807c29
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5543052317,-88.6983937025,16.5542075324,-88.6983011663,callaghan_rachel,2017-02-13 06:42:49.349858+00:00,a57d3c66-4015-4779-8fce-976f84586378
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5545032010,-88.6991970241,16.5543592233,-88.6990414560,callaghan_rachel,2017-02-13 06:42:49.510674+00:00,808e361c-a4c5-4c0c-b66e-ec3815e5d744
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5544440673,-88.6988282204,16.5543283709,-88.6986847222,callaghan_rachel,2017-02-13 06:42:49.666053+00:00,62da7196-3072-4cca-8395-1d87534d8ff9
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5546497496,-88.6985975504,16.5545713333,-88.6984969676,callaghan_rachel,2017-02-13 06:42:49.840707+00:00,29a620f8-02fd-47e8-a8b8-46b6b6eb03ab
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5545250548,-88.6985827982,16.5544106439,-88.6984486878,callaghan_rachel,2017-02-13 06:42:50.025505+00:00,719047e8-e46b-4dc0-aa17-0d7994bb17c4
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5543463682,-88.6985076964,16.5542152455,-88.6983896792,callaghan_rachel,2017-02-13 06:42:50.187163+00:00,88cdcbba-8a42-4be5-9362-587a071499c2
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5549158507,-88.6989690363,16.5548142953,-88.6988510191,callaghan_rachel,2017-02-13 06:42:50.360454+00:00,9754da61-8755-4f81-bbf9-5019e8890be0
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5545803319,-88.6991406977,16.5544684921,-88.6990427971,callaghan_rachel,2017-02-13 06:42:50.549236+00:00,bc669ec9-1f99-42a5-99a6-86caa7311d11
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5546433220,-88.6988858879,16.5545777608,-88.6987920105,callaghan_rachel,2017-02-13 06:42:49.039363+00:00,7937fb6e-960f-462f-988a-6311fe9f609f
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5547551617,-88.6986015737,16.5546137552,-88.6984165013,callaghan_rachel,2017-02-13 06:42:50.190290+00:00,8b40667a-5b0e-41ce-a312-09e59ac0c7da
174703,-88.6992169707,16.5540036479,-88.6983186555,16.5548647634,16.5548091532,-88.6991769075,16.5547345935,-88.6990790069,callaghan_rachel,2017-02-13 06:42:51.178204+00:00,8bc31b6d-adb9-4fdd-a7a3-1c0c3cff912c
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5559198328,-88.6990173161,16.5558786967,-88.6989824474,Fisher_Natalie,2017-01-26 02:28:04.657579+00:00,6feccb46-905a-478e-a210-efa523d2cfd2
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5564713137,-88.6988309026,16.5564121807,-88.6987785995,Fisher_Natalie,2017-01-26 02:28:04.814978+00:00,74c953e1-8404-4dd3-874d-3ae6a9b6dbe2
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5560548108,-88.6985881627,16.5559956776,-88.6985251307,Fisher_Natalie,2017-01-26 02:28:04.977159+00:00,8106c0ca-e26f-4a6f-979d-0509d15aaa0f
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5558105649,-88.6987128854,16.5557450041,-88.6986498535,Fisher_Natalie,2017-01-26 02:28:05.116432+00:00,007cf1a4-8489-4c8b-8b94-af52c0538d63
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5560920904,-88.6991474032,16.5560303862,-88.6990830302,Fisher_Natalie,2017-01-26 02:28:05.254786+00:00,92bcf796-3e58-4d05-975c-aa65ebfb49d9
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5560239587,-88.6991125345,16.5559571125,-88.6990387738,Fisher_Natalie,2017-01-26 02:28:05.434332+00:00,ad7b98ab-1874-4435-b9a7-0b22ff09760b
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5558966937,-88.6986686289,16.5558247054,-88.6986136436,Fisher_Natalie,2017-01-26 02:28:05.442755+00:00,80063f2e-6d2c-4cb2-ac00-4bdf34d61185
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5562964855,-88.6989355087,16.5562039293,-88.6988429725,Fisher_Natalie,2017-01-26 02:28:05.709687+00:00,e04e79d6-dd1a-4ad2-aca3-c9d5ffed3c52
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5562052148,-88.6989797652,16.5561319411,-88.6988711357,Fisher_Natalie,2017-01-26 02:28:05.873492+00:00,4434a7e1-f5f4-48f5-8926-50e236bb43ab
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5562129278,-88.6988805234,16.5561345121,-88.6987946928,Fisher_Natalie,2017-01-26 02:28:05.871745+00:00,f3465945-18b7-464e-95e6-bb0e284e65e2
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5562129278,-88.6988054216,16.5561357976,-88.6987195909,Fisher_Natalie,2017-01-26 02:28:06.129686+00:00,1b11140a-5d00-4ae8-8215-0934a9c00d97
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5566281449,-88.6986149848,16.5565600133,-88.6985465884,Fisher_Natalie,2017-01-26 02:28:05.259060+00:00,1cdb40bc-0a71-46c7-8de4-260fe27e338e
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5566024348,-88.6984996498,16.5565150208,-88.6984285712,Fisher_Natalie,2017-01-26 02:28:06.430998+00:00,990ddda0-a424-4931-8995-548e7f0f433e
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5563041985,-88.6987665296,16.5562232118,-88.6986833811,Fisher_Natalie,2017-01-26 02:28:06.571116+00:00,077d58d5-693b-4c15-952a-2c1aaff03912
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5559828226,-88.6985787749,16.5558979793,-88.6984996498,Fisher_Natalie,2017-01-26 02:28:06.576866+00:00,77cc6a5f-3768-4079-a6a7-edcbf7d25721
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5564404617,-88.6992453039,16.5563710446,-88.6991527677,Fisher_Natalie,2017-01-26 02:28:06.866615+00:00,3dec5c37-10bc-431b-b45b-c3a47d9b8a97
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5563736156,-88.6992171407,16.5562874870,-88.6991018057,Fisher_Natalie,2017-01-26 02:28:07.014014+00:00,b4a419be-5468-4ea5-9779-806d183badb5
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5566062913,-88.6986981332,16.5565355888,-88.6986283958,Fisher_Natalie,2017-01-26 02:28:06.718475+00:00,c6f17a94-e53b-4a7e-aeaf-a33a177d2e4b
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5563260520,-88.6988496780,16.5562540639,-88.6987812817,Fisher_Natalie,2017-01-26 02:28:07.295456+00:00,81ed0254-8852-4fcb-a7fb-647342e93735
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5558491300,-88.6991769075,16.5557334345,-88.6990655959,Fisher_Natalie,2017-01-26 02:28:07.295122+00:00,07feff00-c56e-4b01-864a-d009b2b253fb
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5558388460,-88.6983507872,16.5557591446,-88.6982904375,Fisher_Natalie,2017-01-26 02:28:07.151673+00:00,11af7a2d-d9fe-499a-beda-7d22e8da1735
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5564841688,-88.6991930008,16.5563890416,-88.6990763247,Fisher_Natalie,2017-01-26 02:28:07.586635+00:00,e16c05e7-b4e2-4f5c-8b96-541cbd6aabef
174707,-88.6992169707,16.5557258788,-88.6983186555,16.5565869943,16.5558825532,-88.6992332339,16.5558028518,-88.6991433799,Fisher_Natalie,2017-01-26 02:28:08.235109+00:00,019c0b3e-83e0-4106-86ee-4f81641dab04
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5575369915,-88.6987222731,16.5574405794,-88.6986297369,gant_ashton,2017-02-21 16:48:08.694248+00:00,5e6434b7-0868-4636-9734-18b0a4afb161
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5577928047,-88.6992037296,16.5577388140,-88.6991058290,gant_ashton,2017-02-21 16:48:08.906632+00:00,44829ed1-df2c-4b00-8e8f-391107fac019
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5575974097,-88.6985895038,16.5574971412,-88.6985023320,gant_ashton,2017-02-21 16:48:08.913970+00:00,2df7ed58-e55c-4d0b-8cc8-55cea023af89
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5578198000,-88.6985573173,16.5577413850,-88.6984486878,gant_ashton,2017-02-21 16:48:09.094254+00:00,a5c89cd0-a528-4c28-b395-d294afb8a764
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5575511319,-88.6991702020,16.5574727168,-88.6990991235,gant_ashton,2017-02-21 16:48:08.917445+00:00,123c56b5-81d9-49d1-9155-d226ae2ed936
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5577580964,-88.6986847222,16.5576861088,-88.6986149848,gant_ashton,2017-02-21 16:48:09.274680+00:00,ec9f4ac9-40bf-4d05-b7fb-855e13e7cf8d
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5579547767,-88.6990267038,16.5578493664,-88.6988925934,gant_ashton,2017-02-21 16:48:09.789469+00:00,216ac609-97b5-4d4e-9f0d-aa6ea22166c3
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5580640434,-88.6991903186,16.5579804865,-88.6990749836,gant_ashton,2017-02-21 16:48:09.980500+00:00,eb90eba5-6b72-4ac6-8342-50b84dc32287
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5581578842,-88.6992466450,16.5580499030,-88.6991219223,gant_ashton,2017-02-21 16:48:10.162333+00:00,bf17411f-7d82-4533-904e-dd9a10c41b23
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5579419218,-88.6987209320,16.5578223710,-88.6986713111,gant_ashton,2017-02-21 16:48:08.700974+00:00,46f54e5d-a326-47fe-a27e-5184f17df3b8
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5579007860,-88.6989033222,16.5578467954,-88.6988443136,gant_ashton,2017-02-21 16:48:09.983773+00:00,67471e47-f817-4f96-97a1-cd33a14e5923
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5582530105,-88.6989650130,16.5581720246,-88.6988349259,gant_ashton,2017-02-21 16:48:10.514844+00:00,6be7c254-001f-42a7-ad6a-e9f3d45d9da3
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5581450293,-88.6986874044,16.5579959124,-88.6985398829,gant_ashton,2017-02-21 16:48:10.906588+00:00,6d9a3d7a-22f2-4ef8-aa32-d4ea4a9e7fa5
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5582247297,-88.6987879872,16.5581296035,-88.6986632645,gant_ashton,2017-02-21 16:48:11.134487+00:00,18f01682-a0d7-4f09-afbe-5c3337ff04b6
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5579830575,-88.6992533505,16.5578635068,-88.6991393566,gant_ashton,2017-02-21 16:48:11.137745+00:00,036c0061-c70f-49d9-99d6-84e223f0bdbf
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5583198559,-88.6990964413,16.5582401556,-88.6989904940,gant_ashton,2017-02-21 16:48:11.482668+00:00,fe438070-57a7-46de-b070-b14692cb89c4
174711,-88.6992169707,16.5574481097,-88.6983186555,16.5583092251,16.5575845548,-88.6986753345,16.5574894282,-88.6985693872,gant_ashton,2017-02-21 16:48:08.917664+00:00,19cc00bc-7d70-4a09-ab00-91c3f660c4f6
174792,-88.6983186555,16.5367813390,-88.6974203402,16.5376424545,16.5373626736,-88.6977043748,16.5373086772,-88.6975944042,gant_ashton,2017-02-09 01:52:22.524592+00:00,3a12c245-b385-4962-af88-6c9f561de3b4
174792,-88.6983186555,16.5367813390,-88.6974203402,16.5376424545,16.5370618362,-88.6975058913,16.5369846984,-88.6974281073,gant_ashton,2017-02-09 01:52:22.716868+00:00,00645a59-2662-419f-b004-0fb5e3010333
174792,-88.6983186555,16.5367813390,-88.6974203402,16.5376424545,16.5373112485,-88.6977526546,16.5372135406,-88.6976373196,gant_ashton,2017-02-09 01:52:22.721944+00:00,191ba306-275b-4500-aeb9-329c9845bf28
174796,-88.6983186555,16.5385035699,-88.6974203402,16.5393646853,16.5387460053,-88.6974965036,16.5386611543,-88.6973892152,callaghan_rachel,2017-02-06 22:54:01.668947+00:00,46019683-1ecd-4a5c-abc0-21e5efa1bbd4
174796,-88.6983186555,16.5385035699,-88.6974203402,16.5393646853,16.5394042414,-88.6976547539,16.5393168195,-88.6975595355,callaghan_rachel,2017-02-06 22:54:01.846126+00:00,353c0be1-5f1d-4cff-a633-68d15b4c5a39
174796,-88.6983186555,16.5385035699,-88.6974203402,16.5393646853,16.5393335325,-88.6982783675,16.5392782510,-88.6982099712,callaghan_rachel,2017-02-06 22:54:02.028000+00:00,e8964f0d-f4be-42f9-af7e-64fc15dadfb9
174796,-88.6983186555,16.5385035699,-88.6974203402,16.5393646853,16.5393939564,-88.6979846656,16.5393271044,-88.6978827417,callaghan_rachel,2017-02-06 22:54:01.851631+00:00,55a34348-eb61-4a46-ad48-5d7f41974512
174796,-88.6983186555,16.5385035699,-88.6974203402,16.5393646853,16.5393811003,-88.6980597675,16.5393271044,-88.6979712546,callaghan_rachel,2017-02-06 22:54:01.857897+00:00,2fb8d324-284a-4e73-b562-7072ab08bd68
174796,-88.6983186555,16.5385035699,-88.6974203402,16.5393646853,16.5391728305,-88.6976011097,16.5390854085,-88.6974911392,callaghan_rachel,2017-02-06 22:54:02.392133+00:00,f5f29fd1-181a-4853-acee-44f758fc3000
174796,-88.6983186555,16.5385035699,-88.6974203402,16.5393646853,16.5391394045,-88.6979685724,16.5390828373,-88.6978974938,callaghan_rachel,2017-02-06 22:54:01.673193+00:00,ca485d10-4ad8-41d5-a0d2-a5e4e95218af
174800,-88.6983186555,16.5402258008,-88.6974203402,16.5410869162,16.5403170260,-88.6979269981,16.5402398894,-88.6978116632,jones_holly,2017-02-08 02:15:58.000502+00:00,bf91bd9e-419c-49f8-a0fc-8e2827068f70
174800,-88.6983186555,16.5402258008,-88.6974203402,16.5410869162,16.5410112537,-88.6981335282,16.5409315462,-88.6980611086,jones_holly,2017-02-08 02:15:58.005668+00:00,024e4b1f-577a-4361-9514-75458d3c8dac
174800,-88.6983186555,16.5402258008,-88.6974203402,16.5410869162,16.5409649719,-88.6978465319,16.5408775508,-88.6977660656,jones_holly,2017-02-08 02:15:58.008984+00:00,393000ed-ebc9-426b-941a-fa9ecf36d83e
174800,-88.6983186555,16.5402258008,-88.6974203402,16.5410869162,16.5403375958,-88.6982354522,16.5402398894,-88.6981308460,jones_holly,2017-02-08 02:15:58.509367+00:00,309a1f7e-4af0-4fb6-8909-f92b7d3a366f
174800,-88.6983186555,16.5402258008,-88.6974203402,16.5410869162,16.5405047248,-88.6979457736,16.5403993050,-88.6978089809,jones_holly,2017-02-08 02:15:58.686615+00:00,f8d4052e-bc2e-4d80-a14c-59676b4d6dd2
174800,-88.6983186555,16.5402258008,-88.6974203402,16.5410869162,16.5403838777,-88.6977446079,16.5402501743,-88.6975863576,jones_holly,2017-02-08 02:15:58.879256+00:00,0a5b33a1-0c51-46c0-bfd8-94f7b727a051
174800,-88.6983186555,16.5402258008,-88.6974203402,16.5410869162,16.5403401670,-88.6983212829,16.5402090348,-88.6981925368,jones_holly,2017-02-08 02:15:59.051689+00:00,4a976bfd-6864-4bf2-abc7-63709728bb3d
174800,-88.6983186555,16.5402258008,-88.6974203402,16.5410869162,16.5411398141,-88.6984017491,16.5410446794,-88.6982622743,jones_holly,2017-02-08 02:15:59.528544+00:00,b66a7ec7-b79f-4eda-b2aa-dc40ea63c6d7
174800,-88.6983186555,16.5402258008,-88.6974203402,16.5410869162,16.5403555943,-88.6980691552,16.5402578880,-88.6979699135,jones_holly,2017-02-08 02:15:59.533290+00:00,f9e58c6f-b369-4624-92a9-42b79c55fc4c
174800,-88.6983186555,16.5402258008,-88.6974203402,16.5410869162,16.5402990275,-88.6975327134,16.5402064636,-88.6974281073,jones_holly,2017-02-08 02:15:59.536412+00:00,2caeadae-c03b-45b4-843b-e6af9e946bd6
174802,-88.6983186555,16.5410869162,-88.6974203402,16.5419480317,16.5415306372,-88.6975380778,16.5413737938,-88.6974281073,kanuck_nate,2017-02-09 07:13:59.289339+00:00,e746041c-bbe1-4648-a00f-dbedf1b355a9
174802,-88.6983186555,16.5410869162,-88.6974203402,16.5419480317,16.5413377970,-88.6976990104,16.5412426624,-88.6975970864,kanuck_nate,2017-02-09 07:13:59.299182+00:00,c3f97ed2-c3d4-423f-9f3c-ba6d759f8abc
174802,-88.6983186555,16.5410869162,-88.6974203402,16.5419480317,16.5414792132,-88.6977875233,16.5413917922,-88.6976882815,kanuck_nate,2017-02-09 07:13:59.481633+00:00,6ebfbb20-1ef6-4b26-a5ba-f1534c0a9024
174802,-88.6983186555,16.5410869162,-88.6974203402,16.5419480317,16.5419651699,-88.6982810497,16.5418468948,-88.6981737614,kanuck_nate,2017-02-09 07:13:59.289015+00:00,ac6bae2e-64fa-4d7f-9aef-dd746da37758
174802,-88.6983186555,16.5410869162,-88.6974203402,16.5419480317,16.5411938094,-88.6983159184,16.5410986748,-88.6982434988,kanuck_nate,2017-02-09 07:13:59.981996+00:00,6b25e486-89ab-427e-837b-924e3560868e
174802,-88.6983186555,16.5410869162,-88.6974203402,16.5419480317,16.5412966577,-88.6981013417,16.5412529472,-88.6980074644,kanuck_nate,2017-02-09 07:13:59.821735+00:00,9f6afb67-73b9-42ee-9d05-093480a09592
174802,-88.6983186555,16.5410869162,-88.6974203402,16.5419480317,16.5416514837,-88.6979404092,16.5415537780,-88.6978277564,kanuck_nate,2017-02-09 07:14:00.320150+00:00,f9473ee6-39dd-41fd-9b89-fbce7e80dc07
174802,-88.6983186555,16.5410869162,-88.6974203402,16.5419480317,16.5411629550,-88.6976802349,16.5410678203,-88.6975461245,kanuck_nate,2017-02-09 07:13:59.298824+00:00,a369c24e-51a6-4332-af34-8cf020c64a4c
174802,-88.6983186555,16.5410869162,-88.6974203402,16.5419480317,16.5414586435,-88.6976748705,16.5413506530,-88.6976051331,kanuck_nate,2017-02-09 07:13:59.305036+00:00,f94b0805-8338-494a-9a1e-3f52e8fabc5a
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5424331270,-88.6979712546,16.5423752752,-88.6978572607,test,2017-01-18 09:56:07.434458+00:00,881807f1-10e5-4429-a8f1-86cc0da77469
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5423829888,-88.6979189515,16.5423122811,-88.6978572607,test,2017-01-18 09:56:07.458955+00:00,16307837-2eda-4e58-92bf-f3a7f90eff68
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5420783025,-88.6982099712,16.5420079160,-88.6981362104,test,2017-01-18 09:56:07.751156+00:00,c3240d08-79bf-495f-94f5-3109ad6f645a
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5421117280,-88.6982756853,16.5420423057,-88.6981818080,test,2017-01-18 09:56:07.918340+00:00,94cc1f8c-5e0c-4f1c-908f-615740c55dc6
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5422184325,-88.6978894472,16.5421670087,-88.6978237331,test,2017-01-18 09:56:07.451676+00:00,da79d2dc-4905-41f8-bc16-e0f8fd1b0727
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5422171469,-88.6983266473,16.5420885873,-88.6982139945,test,2017-01-18 09:56:08.253547+00:00,7300dcff-c0d9-4bbd-84c5-ff3cfb1b0595
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5424035583,-88.6980745196,16.5423392786,-88.6979953945,test,2017-01-18 09:56:08.411712+00:00,3e593833-2bc7-4022-b9bd-98936b0e5ead
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5426092535,-88.6978398263,16.5425655433,-88.6977808177,test,2017-01-18 09:56:07.442003+00:00,e1c6dfcd-0c28-463a-a2e2-6418098c6075
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5420564473,-88.6980088055,16.5419857394,-88.6979162693,test,2017-01-18 09:56:08.731290+00:00,59bc4ea0-f914-45d4-91dd-11a992bd58ab
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5427159577,-88.6979521438,16.5426205024,-88.6978572607,test,2017-01-18 09:56:08.873643+00:00,d0364ad4-6c4e-4b71-bdc0-125760d8c2f7
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5422595716,-88.6983494461,16.5421978630,-88.6982743442,test,2017-01-18 09:56:09.025745+00:00,5e8ba5bf-3a43-4025-b09a-994a5aac3a69
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5419780259,-88.6975514889,16.5419420291,-88.6974723637,test,2017-01-18 09:56:07.443960+00:00,a94253f7-6ffd-4ff0-9460-8d4f9cd8a6b5
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5426156814,-88.6975421011,16.5425295466,-88.6974442005,test,2017-01-18 09:56:09.183705+00:00,3691a404-fd13-4360-8b72-daeebbae4839
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5428869415,-88.6979565024,16.5427802374,-88.6978438497,test,2017-01-18 09:56:09.032174+00:00,6ee135a4-87d8-4fed-a456-b62fea08ac2a
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5425539729,-88.6980503798,16.5424832652,-88.6979806423,test,2017-01-18 09:56:08.578801+00:00,65073597-23f3-4672-bf8b-88dbfd7dbccc
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5420795881,-88.6980195343,16.5420320210,-88.6979387328,test,2017-01-18 09:56:07.453731+00:00,fedc80fc-aef5-4ec3-959e-4c43207e4d84
174804,-88.6983186555,16.5419480317,-88.6974203402,16.5428091471,16.5428702288,-88.6982300878,16.5427558111,-88.6981590092,test,2017-01-18 09:56:09.609560+00:00,120f80bf-6775-45f0-9210-96e2b2c7e1f8
174806,-88.6983186555,16.5428091471,-88.6974203402,16.5436702626,16.5428933695,-88.6979551613,16.5427943789,-88.6978545785,gant_ashton,2017-02-21 16:19:48.403551+00:00,69b0796b-072c-456e-b1d2-8fbbb77672e5
174806,-88.6983186555,16.5428091471,-88.6974203402,16.5436702626,16.5431517733,-88.6979430914,16.5430232142,-88.6978425086,gant_ashton,2017-02-21 16:19:48.420088+00:00,13c89082-86d8-41b9-94b0-cbc6d656c7df
174806,-88.6983186555,16.5428091471,-88.6974203402,16.5436702626,16.5429280805,-88.6980584264,16.5428483738,-88.6979430914,gant_ashton,2017-02-21 16:19:48.607712+00:00,ab3c11d0-905a-464c-adbb-dbb3c9b9929d
174806,-88.6983186555,16.5428091471,-88.6974203402,16.5436702626,16.5432469070,-88.6983078718,16.5431710572,-88.6982287467,gant_ashton,2017-02-21 16:19:49.024218+00:00,f0261e88-a937-47f2-9a68-608e4a3ae5f5
174806,-88.6983186555,16.5428091471,-88.6974203402,16.5436702626,16.5434461732,-88.6983521283,16.5433664668,-88.6982689798,gant_ashton,2017-02-21 16:19:49.207856+00:00,9257f501-101e-4829-97b3-37969906cda9
174806,-88.6983186555,16.5428091471,-88.6974203402,16.5436702626,16.5434191759,-88.6982649565,16.5433446117,-88.6981858313,gant_ashton,2017-02-21 16:19:49.399952+00:00,30fb7004-f69d-474a-aa39-699aef2ee82a
174806,-88.6983186555,16.5428091471,-88.6974203402,16.5436702626,16.5431659148,-88.6979967356,16.5430514972,-88.6979068816,gant_ashton,2017-02-21 16:19:48.425176+00:00,aa80a066-2ef8-48a2-b35c-6280ddbfcbb1
174806,-88.6983186555,16.5428091471,-88.6974203402,16.5436702626,16.5433304703,-88.6981831491,16.5432816179,-88.6980932951,gant_ashton,2017-02-21 16:19:48.797400+00:00,eef70e9f-7705-4ac2-8ef1-42c280c5a587
